Date,Open,High,Low,Close,Adj Close,Volume
2015-02-17,31.87249947,32.22000122,31.72999954,31.95750046,28.61080742,252609600
2015-02-18,31.90749931,32.19499969,31.86249924,32.18000031,28.81000137,179566800
2015-02-19,32.11999893,32.25749969,32.08250046,32.11249924,28.74957085,149449600
2015-02-20,32.15499878,32.375,32.01250076,32.375,28.98459053,195793600
2015-02-23,32.50500107,33.25,32.41500092,33.25,29.76795387,283896400
2015-02-24,33.23500061,33.40000153,32.79249954,33.04249954,29.58218765,276912400
2015-02-25,32.88999939,32.90000153,32.03749847,32.19749832,28.82567024,298846800
2015-02-26,32.19749832,32.71749878,31.65250015,32.60499954,29.19048882,365150000
2015-02-27,32.5,32.64250183,32.06000137,32.11500168,28.75181961,248059200
2015-03-02,32.3125,32.56999969,32.07500076,32.27249908,28.89282227,192386800
2015-03-03,32.24000168,32.38000107,32.02249908,32.34000015,28.9532547,151265200
2015-03-04,32.27500153,32.38999939,32.08000183,32.13499832,28.76971626,126665200
2015-03-05,32.14500046,32.1875,31.44000053,31.60250092,28.29299355,226068400
2015-03-06,32.09999847,32.34249878,31.56500053,31.64999962,28.33551407,291368400
2015-03-09,31.98999977,32.39250183,31.26499939,31.78499985,28.45637321,354114000
2015-03-10,31.60250092,31.80500031,30.95000076,31.12750053,27.86772537,275426400
2015-03-11,31.1875,31.19249916,30.52750015,30.55999947,27.35965729,275756000
2015-03-12,30.57749939,31.22500038,30.40749931,31.11249924,27.85429764,193450800
2015-03-13,31.10000038,31.35000038,30.64500046,30.89749908,27.66181374,207309200
2015-03-16,30.96999931,31.23749924,30.71750069,31.23749924,27.96620369,143497200
2015-03-17,31.47500038,31.82999992,31.41250038,31.76000023,28.43399048,204092400
2015-03-18,31.75,32.29000092,31.59250069,32.11750031,28.75405693,261083600
2015-03-19,32.1875,32.3125,31.85000038,31.875,28.53694725,183238000
2015-03-20,32.0625,32.09999847,31.29000092,31.47500038,28.17883873,274780400
2015-03-23,31.78000069,31.96249962,31.62999916,31.80249977,28.47204208,150838800
2015-03-24,31.80750084,32.00999832,31.63999939,31.67250061,28.35565948,131369200
2015-03-25,31.63500023,31.70499992,30.84499931,30.84499931,27.61481667,206620800
2015-03-26,30.69000053,31.21999931,30.64999962,31.05999947,27.80730057,190291600
2015-03-27,31.14249992,31.17499924,30.72750092,30.8125,27.58571625,158184800
2015-03-30,31.01250076,31.60000038,31,31.59250069,28.28403282,188398800
2015-03-31,31.52249908,31.62249947,31.09000015,31.10750008,27.84982491,168362400
2015-04-01,31.20499992,31.28000069,30.77499962,31.0625,27.80953789,162485600
2015-04-02,31.25749969,31.38999939,31.04750061,31.32999992,28.04902267,128880400
2015-04-06,31.11750031,31.87750053,31.08250046,31.83749962,28.50336838,148776000
2015-04-07,31.90999985,32.02999878,31.49500084,31.50250053,28.20345497,140049200
2015-04-08,31.46249962,31.60000038,31.24250031,31.39999962,28.11169243,149316800
2015-04-09,31.46249962,31.64500046,31.16500092,31.63999939,28.32655525,129936000
2015-04-10,31.48749924,31.80249977,31.31500053,31.77499962,28.44741631,160752000
2015-04-13,32.09249878,32.14250183,31.65250015,31.71249962,28.39146614,145460400
2015-04-14,31.75,31.82250023,31.47750092,31.57500076,28.26836395,102098400
2015-04-15,31.60250092,31.78249931,31.50250053,31.69499969,28.37579536,115881600
2015-04-16,31.56999969,31.77499962,31.52750015,31.54249954,28.23926926,113476000
2015-04-17,31.38750076,31.53499985,31.11499977,31.1875,27.92144775,207828000
2015-04-20,31.39249992,32.02999878,31.29249954,31.89999962,28.55932617,188217200
2015-04-21,32.02500153,32.04999924,31.66749954,31.72750092,28.40489578,129740400
2015-04-22,31.74749947,32.21749878,31.57999992,32.15499878,28.78762245,150618000
2015-04-23,32.07500076,32.60499954,32.03499985,32.41749954,29.02263641,183083600
2015-04-24,32.62250137,32.65750122,32.30749893,32.56999969,29.15917015,178103600
2015-04-27,33.07749939,33.28250122,32.78749847,33.16249847,29.68961334,387816800
2015-04-28,33.61500168,33.63499832,32.39250183,32.63999939,29.22183418,475696000
2015-04-29,32.54000092,32.89749908,32.07500076,32.15999985,28.79209709,253544400
2015-04-30,32.15999985,32.15999985,31.14500046,31.28750038,28.01096725,332781600
2015-05-01,31.52499962,32.53250122,31.32500076,32.23749924,28.86148643,234050400
2015-05-04,32.375,32.64250183,32.06499863,32.17499924,28.80553246,203953200
2015-05-05,32.03749847,32.11249924,31.44499969,31.45000076,28.15646172,197085600
2015-05-06,31.63999939,31.6875,30.84000015,31.25250053,27.97963715,288564000
2015-05-07,31.19249916,31.52000046,31.00499916,31.31500053,28.15269852,175763600
2015-05-08,31.67000008,31.90500069,31.52750015,31.90500069,28.68312263,222201600
2015-05-11,31.84749985,31.88999939,31.40749931,31.57999992,28.39093971,168143200
2015-05-12,31.39999962,31.71999931,31.20499992,31.46750069,28.28980064,192640000
2015-05-13,31.53750038,31.79750061,31.46750069,31.50250053,28.32126427,138776800
2015-05-14,31.85250092,32.23749924,31.79000092,32.23749924,28.98204231,180814000
2015-05-15,32.26750183,32.37250137,32.05250168,32.19250107,28.94158936,152832000
2015-05-18,32.09500122,32.68000031,32.09000015,32.54750061,29.26074028,203531600
2015-05-19,32.67250061,32.72000122,32.40999985,32.51750183,29.23376274,178532800
2015-05-20,32.5,32.74499893,32.33499908,32.51499939,29.23152161,145819600
2015-05-21,32.51750183,32.90750122,32.45750046,32.84749985,29.53044319,158921600
2015-05-22,32.90000153,33.24250031,32.84999847,33.13499832,29.788908,182384000
2015-05-26,33.15000153,33.22750092,32.27999878,32.40499878,29.13262558,282790400
2015-05-27,32.58499908,33.06499863,32.51250076,33.00999832,29.67653656,183332800
2015-05-28,32.96500015,32.98749924,32.77500153,32.94499969,29.6180954,122933200
2015-05-29,32.80749893,32.86249924,32.47499847,32.56999969,29.28096962,203538000
2015-06-01,32.56999969,32.84749985,32.51250076,32.63499832,29.33940125,128451200
2015-06-02,32.46500015,32.66500092,32.33000183,32.49000168,29.2090416,134670400
2015-06-03,32.66500092,32.73500061,32.47499847,32.52999878,29.24499893,123934000
2015-06-04,32.39500046,32.64500046,32.22750092,32.34000015,29.07418823,153800400
2015-06-05,32.375,32.42250061,32.09000015,32.16249847,28.914608,142507200
2015-06-08,32.22499847,32.30250168,31.70750046,31.95000076,28.72357368,210699200
2015-06-09,31.67499924,32.02000046,31.40500069,31.85499954,28.63816452,224301600
2015-06-10,31.97999954,32.33499908,31.96249962,32.22000122,28.96630859,156349200
2015-06-11,32.29499817,32.54499817,32.11999893,32.14749908,28.90112305,141563600
2015-06-12,32.04750061,32.08250046,31.77750015,31.79249954,28.58198166,147544800
2015-06-15,31.52499962,31.80999947,31.42749977,31.72999954,28.52579498,175955600
2015-06-16,31.75749969,31.96249962,31.59250069,31.89999962,28.67861938,125976400
2015-06-17,31.93000031,31.96999931,31.68499947,31.82500076,28.61120224,131672400
2015-06-18,31.80750084,32.07749939,31.80500031,31.96999931,28.74155807,141628800
2015-06-19,31.92749977,31.95499992,31.60000038,31.64999962,28.45387268,218867600
2015-06-22,31.87249947,32.01499939,31.77000046,31.90250015,28.68086624,136157200
2015-06-23,31.87000084,31.90250015,31.71999931,31.75749969,28.55051231,121075600
2015-06-24,31.80249977,32.45000076,31.78000069,32.02750015,28.79324913,221123600
2015-06-25,32.21500015,32.29999924,31.875,31.875,28.656147,127752400
2015-06-26,31.91749954,31.99749947,31.62750053,31.6875,28.48758316,176267200
2015-06-29,31.36499977,31.61750031,31.12000084,31.13249969,27.98862648,196645600
2015-06-30,31.39249992,31.53000069,31.21500015,31.35750008,28.19090271,177482800
2015-07-01,31.72500038,31.73500061,31.49749947,31.64999962,28.45387268,120955200
2015-07-02,31.60750008,31.67250061,31.44249916,31.61000061,28.41791153,108844000
2015-07-06,31.23500061,31.55750084,31.21249962,31.5,28.31902122,112241600
2015-07-07,31.47249985,31.53750038,30.94249916,31.42250061,28.24934006,187787200
2015-07-08,31.12000084,31.15999985,30.63500023,30.64249992,27.54810715,243046400
2015-07-09,30.96249962,31.01499939,29.80500031,30.01749992,26.98622704,314380000
2015-07-10,30.48500061,30.96249962,30.30249977,30.81999969,27.70768356,245418000
2015-07-13,31.25749969,31.44000053,31.07999992,31.41500092,28.24260139,165762000
2015-07-14,31.51000023,31.59250069,31.26000023,31.40250015,28.23136139,127072400
2015-07-15,31.43000031,31.78750038,31.39500046,31.70499992,28.50331688,134596800
2015-07-16,31.93499947,32.14250183,31.83749962,32.12749863,28.88314247,144889600
2015-07-17,32.27000046,32.40499878,32.07749939,32.40499878,29.13262558,184658800
2015-07-20,32.74250031,33.24250031,32.67499924,33.01750183,29.68327713,235600800
2015-07-21,33.21250153,33.22999954,32.58000183,32.6875,29.38659668,307025600
2015-07-22,30.49749947,31.375,30.49749947,31.30500031,28.143713,461802400
2015-07-23,31.54999924,31.77249908,31.26499939,31.29000092,28.13022423,203998000
2015-07-24,31.32999992,31.43499947,30.97500038,31.125,27.981884,168649200
2015-07-27,30.77249908,30.90250015,30.53000069,30.69249916,27.59305954,177822000
2015-07-28,30.84499931,30.97750092,30.63750076,30.84499931,27.73016357,134472400
2015-07-29,30.78750038,30.875,30.56749916,30.74749947,27.64250755,148046800
2015-07-30,30.57999992,30.64249992,30.42749977,30.59250069,27.50316238,134513200
2015-07-31,30.64999962,30.65999985,30.22750092,30.32500076,27.26267433,171540000
2015-08-03,30.375,30.64249992,29.37999916,29.61000061,26.61987305,279904000
2015-08-04,29.35499954,29.42499924,28.3125,28.65999985,25.76581764,496554400
2015-08-05,28.23749924,29.36000061,28.02499962,28.85000038,25.93662071,397250400
2015-08-06,28.99250031,29.125,28.53000069,28.78249931,25.99306107,211612000
2015-08-07,28.64500046,29.0625,28.625,28.87999916,26.08111763,154681600
2015-08-10,29.13249969,29.99749947,29.13249969,29.93000031,27.0293541,219806400
2015-08-11,29.45249939,29.54500008,28.33250046,28.37249947,25.62279892,388331200
2015-08-12,28.13249969,28.85499954,27.40749931,28.80999947,26.01789856,404870000
2015-08-13,29.01000023,29.10000038,28.63500023,28.78750038,25.9975853,194143200
2015-08-14,28.57999992,29.07749939,28.50250053,28.98999977,26.18045425,171718000
2015-08-17,29.01000023,29.41250038,28.875,29.29000092,26.45138168,163538800
2015-08-18,29.10750008,29.36000061,29.00250053,29.125,26.30237198,138242800
2015-08-19,29.02499962,29.12999916,28.67000008,28.75250053,25.96596909,193146000
2015-08-20,28.52000046,28.58749962,27.90749931,28.16250038,25.43315887,274006400
2015-08-21,27.60750008,27.97500038,26.41250038,26.44000053,23.87758446,513102000
2015-08-24,23.71750069,27.20000076,23,25.78000069,23.28155136,648825200
2015-08-25,27.77750015,27.77750015,25.875,25.93499947,23.42153168,414406400
2015-08-26,26.77249908,27.47249985,26.26250076,27.42250061,24.76486969,387098400
2015-08-27,28.05750084,28.30999947,27.50499916,28.22999954,25.49411583,338464400
2015-08-28,28.04249954,28.32749939,27.88500023,28.32250023,25.57764435,212657600
2015-08-31,28.00749969,28.63249969,28,28.19000053,25.45798492,224917200
2015-09-01,27.53750038,27.96999931,26.84000015,26.93000031,24.3201046,307383600
2015-09-02,27.55750084,28.08499908,27.28249931,28.08499908,25.36317062,247555200
2015-09-03,28.12249947,28.19499969,27.51000023,27.59250069,24.91839218,212935600
2015-09-04,27.24250031,27.61249924,27.12750053,27.31749916,24.67004013,199985200
2015-09-08,27.9375,28.13999939,27.57999992,28.07749939,25.35638809,219374400
2015-09-09,28.44000053,28.50499916,27.44249916,27.53750038,24.86872673,340043200
2015-09-10,27.56749916,28.31999969,27.47500038,28.14249992,25.41508484,251571200
2015-09-11,27.94750023,28.55249977,27.94000053,28.55249977,25.78536224,199662000
2015-09-14,29.14500046,29.22249985,28.71500015,28.82749939,26.03370667,233453600
2015-09-15,28.98250008,29.13249969,28.60499954,29.06999969,26.2526989,173364800
2015-09-16,29.0625,29.13500023,28.86000061,29.10250092,26.28205299,148694000
2015-09-17,28.91500092,29.12249947,28.43000031,28.47999954,25.71988678,256450400
2015-09-18,28.05249977,28.57500076,27.96750069,28.36249924,25.61376381,297141200
2015-09-21,28.41749954,28.84250069,28.41500092,28.80249977,26.01112747,200888000
2015-09-22,28.34499931,28.54500008,28.12999916,28.35000038,25.60248184,201384800
2015-09-23,28.40749931,28.68000031,28.32500076,28.57999992,25.81018829,143026800
2015-09-24,28.3125,28.875,28.09250069,28.75,25.9637146,200878000
2015-09-25,29.11000061,29.17250061,28.50499916,28.67749977,25.89824486,224607600
2015-09-28,28.46249962,28.64249992,28.11000061,28.11000061,25.38573647,208436000
2015-09-29,28.20750046,28.37750053,26.96500015,27.26499939,24.62263489,293461600
2015-09-30,27.54249954,27.88500023,27.18250084,27.57500076,24.90259171,265892000
2015-10-01,27.26749992,27.40500069,26.82749939,27.39500046,24.74003029,255716400
2015-10-02,27.00250053,27.75250053,26.88750076,27.59499931,24.92065239,232079200
2015-10-05,27.46999931,27.84250069,27.26749992,27.69499969,25.01095581,208258800
2015-10-06,27.65749931,27.93499947,27.44249916,27.82749939,25.13061905,192787200
2015-10-07,27.93499947,27.94249916,27.35250092,27.69499969,25.01095581,187062400
2015-10-08,27.54750061,27.54750061,27.05249977,27.375,24.72197723,247918400
2015-10-09,27.5,28.06999969,27.37249947,28.03000069,25.31348991,211064400
2015-10-12,28.18250084,28.1875,27.86000061,27.89999962,25.19609451,121868800
2015-10-13,27.70499992,28.11249924,27.67000008,27.94750023,25.2389946,132197200
2015-10-14,27.82250023,27.87999916,27.38999939,27.55249977,24.88226891,177849600
2015-10-15,27.73250008,28.02499962,27.62249947,27.96500015,25.25478935,150694000
2015-10-16,27.94499969,28,27.63249969,27.76000023,25.06965828,156930400
2015-10-19,27.70000076,27.9375,27.52750015,27.93250084,25.22544289,119036800
2015-10-20,27.83499908,28.54249954,27.70499992,28.44249916,25.68601227,195871200
2015-10-21,28.5,28.89500046,28.42499924,28.44000053,25.68376541,167180800
2015-10-22,28.58250046,28.875,28.52499962,28.875,26.07660103,166616400
2015-10-23,29.17499924,29.80750084,29.08250046,29.77000046,26.8848629,237467600
2015-10-26,29.52000046,29.53249931,28.72999954,28.81999969,26.02692795,265335200
2015-10-27,28.85000038,29.13500023,28.49749947,28.63750076,25.86211967,279537600
2015-10-28,29.23250008,29.82500076,29.01499939,29.81749916,26.92775917,342205600
2015-10-29,29.67499924,30.17250061,29.56749916,30.13249969,27.21223068,204909200
2015-10-30,30.24749947,30.30500031,29.86249924,29.875,26.97968292,197461200
2015-11-02,30.20000076,30.34000015,29.90250015,30.29500008,27.3589859,128813200
2015-11-03,30.19750023,30.87249947,30.17499924,30.64249992,27.67280388,182076000
2015-11-04,30.78249931,30.95499992,30.40500069,30.5,27.54412079,179544400
2015-11-05,30.46249962,30.67250061,30.04500008,30.22999954,27.41714478,158210800
2015-11-06,30.27750015,30.45249939,30.15500069,30.26499939,27.44887733,132169200
2015-11-09,30.23999977,30.45249939,30.01250076,30.14249992,27.33778191,135485600
2015-11-10,29.22500038,29.51749992,29.01499939,29.19249916,26.47618294,236511600
2015-11-11,29.09250069,29.35499954,28.80249977,29.02750015,26.32653236,180872000
2015-11-12,29.06500053,29.20499992,28.91250038,28.93000031,26.23810196,130102400
2015-11-13,28.79999924,28.89249992,28.06749916,28.08499908,25.47173882,183249600
2015-11-16,27.84499931,28.55999947,27.75,28.54500008,25.88892746,152426800
2015-11-17,28.72999954,28.76250076,28.32999992,28.42250061,25.7778244,110467600
2015-11-18,28.94000053,29.37249947,28.875,29.32250023,26.59408569,186698800
2015-11-19,29.40999985,29.9375,29.19000053,29.69499969,26.93192291,173183200
2015-11-20,29.79999924,29.97999954,29.71249962,29.82500076,27.04982185,137148400
2015-11-23,29.81749916,29.93250084,29.33499908,29.4375,26.69838142,129930000
2015-11-24,29.33250046,29.83749962,29.28000069,29.71999931,26.95459747,171212800
2015-11-25,29.80249977,29.80750084,29.47999954,29.50749969,26.76186371,85553200
2015-11-27,29.57250023,29.60250092,29.39999962,29.45249939,26.71198654,52185600
2015-11-30,29.49749947,29.85250092,29.4375,29.57500076,26.82308769,156721200
2015-12-01,29.6875,29.70249939,29.21500015,29.33499908,26.60542488,139409600
2015-12-02,29.33499908,29.52750015,29.02000046,29.06999969,26.36507416,133546400
2015-12-03,29.13750076,29.19750023,28.55500031,28.79999924,26.1201992,166278000
2015-12-04,28.82250023,29.8125,28.77750015,29.75749969,26.98860931,231108000
2015-12-07,29.74500084,29.96500015,29.45249939,29.56999969,26.81855583,128336800
2015-12-08,29.37999916,29.64999962,29.21500015,29.55750084,26.80721283,137238000
2015-12-09,29.40999985,29.42250061,28.77000046,28.90500069,26.21543694,185445600
2015-12-10,29.01000023,29.23500061,28.87750053,29.04249954,26.34013557,116850800
2015-12-11,28.79750061,28.84749985,28.21249962,28.29500008,25.66218948,187544800
2015-12-14,28.04500008,28.17000008,27.44750023,28.12000084,25.5034771,257274800
2015-12-15,27.98500061,28.20000076,27.58749962,27.62249947,25.05226898,213292400
2015-12-16,27.76749992,27.99749947,27.20000076,27.83499908,25.2449913,224954000
2015-12-17,28.00499916,28.0625,27.24500084,27.24500084,24.70989609,179091200
2015-12-18,27.22750092,27.37999916,26.45249939,26.50749969,24.04101181,385813200
2015-12-21,26.81999969,26.84250069,26.39249992,26.83250046,24.33577347,190362400
2015-12-22,26.85000038,26.93000031,26.61249924,26.80750084,24.31310272,131157600
2015-12-23,26.81749916,27.21249962,26.79999924,27.15250015,24.62599754,130629600
2015-12-24,27.25,27.25,26.98749924,27.00749969,24.49448967,54281600
2015-12-28,26.89749908,26.92250061,26.54500008,26.70499992,24.22013664,106816800
2015-12-29,26.73999977,27.35750008,26.71500015,27.18499947,24.65547562,123724800
2015-12-30,27.14500046,27.17499924,26.79500008,26.82999992,24.33350754,100855200
2015-12-31,26.75250053,26.75749969,26.20499992,26.31500053,23.86642838,163649200
2016-01-04,25.65250015,26.34250069,25.5,26.33749962,23.88683701,270597600
2016-01-05,26.4375,26.46249962,25.60250092,25.67749977,23.28824806,223164000
2016-01-06,25.13999939,25.59250069,24.96750069,25.17499924,22.83250237,273829600
2016-01-07,24.67000008,25.03249931,24.10750008,24.11249924,21.86886597,324377600
2016-01-08,24.63750076,24.77750015,24.19000053,24.23999977,21.98450279,283192000
2016-01-11,24.74250031,24.76499939,24.33499908,24.63249969,22.34048653,198957600
2016-01-12,25.13750076,25.17250061,24.70999908,24.98999977,22.664711,196616800
2016-01-13,25.07999992,25.29750061,24.32500076,24.34749985,22.08199692,249758400
2016-01-14,24.48999977,25.12000084,23.93499947,24.87999916,22.56494713,252680400
2016-01-15,24.04999924,24.42749977,23.84000015,24.28249931,22.02305031,319335600
2016-01-19,24.60250092,24.66250038,23.875,24.16500092,21.91648293,212350800
2016-01-20,23.77499962,24.54750061,23.35499954,24.19750023,21.94595909,289337600
2016-01-21,24.26499939,24.46999931,23.73500061,24.07500076,21.83485985,208646000
2016-01-22,24.65749931,25.36499977,24.59250069,25.35499954,22.99575424,263202000
2016-01-25,25.37999916,25.38249969,24.80249977,24.86000061,22.54682159,207178000
2016-01-26,24.98250008,25.21999931,24.51749992,24.99749947,22.67151833,300308000
2016-01-27,24.01000023,24.15749931,23.33499908,23.35499954,21.18185234,533478800
2016-01-28,23.44750023,23.62999916,23.09749985,23.52249908,21.33376503,222715200
2016-01-29,23.69750023,24.33499908,23.58749962,24.33499908,22.07066154,257666000
2016-02-01,24.11750031,24.17749977,23.85000038,24.10750008,21.8643322,163774000
2016-02-02,23.85499954,24.01000023,23.56999969,23.62000084,21.42219353,149428800
2016-02-03,23.75,24.20999908,23.52000046,24.08749962,21.8461895,183857200
2016-02-04,23.96500015,24.33250046,23.79750061,24.14999962,22.02172852,185886800
2016-02-05,24.12999916,24.22999954,23.42250061,23.50499916,21.43356323,185672400
2016-02-08,23.28249931,23.92499924,23.26000023,23.75250053,21.6592598,216085600
2016-02-09,23.57250023,23.98500061,23.48250008,23.74749947,21.65470123,177324800
2016-02-10,23.97999954,24.08749962,23.52499962,23.56749916,21.49056053,169374400
2016-02-11,23.44750023,23.68000031,23.14749908,23.42499924,21.36061859,200298800
2016-02-12,23.54750061,23.625,23.25250053,23.49749947,21.4267292,161405600
2016-02-16,23.75499916,24.21249962,23.65250015,24.15999985,22.03084755,196231600
2016-02-17,24.16749954,24.55249977,24.03750038,24.53000069,22.36824036,179452800
2016-02-18,24.70999908,24.72249985,24.02249908,24.06500053,21.9442215,156084000
2016-02-19,24,24.19000053,23.95000076,24.01000023,21.89406586,141496800
2016-02-22,24.07749939,24.22500038,23.97999954,24.21999931,22.08556175,137123200
2016-02-23,24.10000038,24.125,23.63750076,23.67250061,21.58630753,127770400
2016-02-24,23.49500084,24.09499931,23.32999992,24.02499962,21.90774536,145022800
2016-02-25,24.01250076,24.19000053,23.8125,24.19000053,22.05819893,110330800
2016-02-26,24.29999924,24.50499916,24.14500046,24.22750092,22.09240341,115964400
2016-02-29,24.21500015,24.55750084,24.16250038,24.17250061,22.04224586,140865200
2016-03-01,24.41250038,25.19249916,24.35499954,25.13249969,22.91763878,201628400
2016-03-02,25.12750053,25.22249985,24.90999985,25.1875,22.96779633,132678400
2016-03-03,25.14500046,25.42749977,25.11249924,25.375,23.13877869,147822800
2016-03-04,25.59250069,25.9375,25.34250069,25.75250053,23.48299599,184220400
2016-03-07,25.59749985,25.70750046,25.23999977,25.46750069,23.22312355,143315600
2016-03-08,25.19499969,25.44000053,25.10000038,25.25749969,23.03162766,126247600
2016-03-09,25.32749939,25.39500046,25.06749916,25.28000069,23.05214119,108806800
2016-03-10,25.35250092,25.55999947,25.03750038,25.29249954,23.06354523,134054400
2016-03-11,25.55999947,25.56999969,25.375,25.56500053,23.31202507,109632800
2016-03-14,25.47750092,25.72750092,25.44499969,25.62999916,23.37130165,100304400
2016-03-15,25.98999977,26.29500008,25.96249962,26.14500046,23.84090805,160270800
2016-03-16,26.15250015,26.57749939,26.14749908,26.49250031,24.15779305,153214000
2016-03-17,26.37999916,26.61750031,26.23999977,26.45000076,24.11903381,137682800
2016-03-18,26.58499908,26.625,26.29750061,26.47999954,24.14638329,176820800
2016-03-21,26.48250008,26.91250038,26.28499985,26.47750092,24.14411736,142010800
2016-03-22,26.3125,26.82250023,26.30249977,26.68000031,24.32877159,129777600
2016-03-23,26.62000084,26.76749992,26.47500038,26.53249931,24.19426537,102814000
2016-03-24,26.36750031,26.5625,26.22249985,26.41749954,24.08939743,104532000
2016-03-28,26.5,26.54750061,26.26499939,26.29750061,23.97998047,77645600
2016-03-29,26.22249985,26.94750023,26.21999931,26.92000008,24.54761887,124760400
2016-03-30,27.16250038,27.60499954,27.14999962,27.38999939,24.97619629,182404400
2016-03-31,27.43000031,27.47500038,27.21999931,27.24749947,24.84625816,103553600
2016-04-01,27.19499969,27.5,27.04999924,27.49749947,25.07422066,103496000
2016-04-04,27.60499954,28.04750061,27.56749916,27.78000069,25.33182716,149424800
2016-04-05,27.37750053,27.68250084,27.35499954,27.45249939,25.03318024,106314800
2016-04-06,27.55750084,27.74500084,27.29999924,27.73999977,25.29535103,105616400
2016-04-07,27.48749924,27.60499954,27.03000069,27.13500023,24.7436676,127207600
2016-04-08,27.22750092,27.44249916,27.04249954,27.16500092,24.7710228,94326800
2016-04-11,27.24250031,27.65250015,27.20750046,27.25499916,24.85308647,117630000
2016-04-12,27.33499908,27.625,27.16500092,27.61000061,25.1768074,108929200
2016-04-13,27.70000076,28.08499908,27.70000076,28.01000023,25.5415554,133029200
2016-04-14,27.90500069,28.09749985,27.83250046,28.02499962,25.555233,101895600
2016-04-15,28.02750015,28.07500076,27.43250084,27.46249962,25.04230881,187756000
2016-04-18,27.22249985,27.23749924,26.73500061,26.87000084,24.5020237,243286000
2016-04-19,26.96999931,27,26.55750084,26.72750092,24.37207794,129539600
2016-04-20,26.65999985,27.02249908,26.51499939,26.78249931,24.42223549,122444000
2016-04-21,26.73250008,26.73250008,26.37999916,26.49250031,24.15779305,126210000
2016-04-22,26.25250053,26.62000084,26.15500069,26.42000008,24.09167862,134732400
2016-04-25,26.25,26.41250038,26.12750053,26.27000046,23.95490074,112126400
2016-04-26,25.97750092,26.32500076,25.97750092,26.08749962,23.78848457,224064800
2016-04-27,24,24.67749977,23.92000008,24.45499992,22.29984665,458408400
2016-04-28,24.40250015,24.46999931,23.5625,23.70750046,21.61821938,328970800
2016-04-29,23.49749947,23.68000031,23.12750053,23.43499947,21.36974144,274126000
2016-05-02,23.49250031,23.52000046,23.10000038,23.40999985,21.34694099,192640400
2016-05-03,23.54999924,23.93499947,23.42000008,23.79500008,21.69801331,227325200
2016-05-04,23.79999924,23.97500038,23.45499992,23.54750061,21.47232437,164102000
2016-05-05,23.5,23.51749992,23.17000008,23.30999947,21.38516808,143562000
2016-05-06,23.34250069,23.36249924,22.96249962,23.18000031,21.26589966,174799600
2016-05-09,23.25,23.44249916,23.14749908,23.19750023,21.28195953,131745600
2016-05-10,23.33250046,23.39249992,23.02750015,23.35499954,21.42644691,134747200
2016-05-11,23.37000084,23.39249992,23.11499977,23.12750053,21.21774101,114876400
2016-05-12,23.18000031,23.19499969,22.36750031,22.58499908,20.72003365,305258800
2016-05-13,22.5,22.91749954,22.5,22.62999916,20.76131821,177571200
2016-05-16,23.09749985,23.59749985,22.91250038,23.46999931,21.53195381,245039200
